all_knowledge,,,,,,,
_id,question_type,act,answers,question,labels,new answers,
"{'model_id': {'article_type': '주식', 'subtitle': '전환주식'}, 'q_num': 'q1'}",QNA,상법 제344조 제1항 및 제2항,정관으로 전환주식의 내용과 수를 정하여야 한다.,회사는 전환주식을 얼마나 발행하는가?,NaN,"상법 제344조 제1항 및 제2항은 회사는 배당우선주식을 포함한 종류주식을 발행할 수 있다고 하면서, 이 경우 정관으로 각 종류주식의 내용과 수를 정하여야 한다고 규정하고 있습니다. 귀사의 정관은 전환주식을 {XX}주 발행한다고 규정하고 있습니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '전환주식'}, 'q_num': 'q3'}",QNA,상법 제346조 제1항 및 제2항,정관으로 전환의 조건 및 전환의 청구기간을 정하여야 한다.,전환을 청구할 수 있는 기간은 언제인가?,NaN,"귀사의 정관은 전환 청구기간을 {XX}라고 규정하고 있습니다. 상법 제346조 제1항은 회사가 종류주식을 발행하는 경우에는 정관으로 정하는 바에 따라 주주는 인수한 주식을 다른 종류주식으로 전환할 것을 청구할 수 있으며, 이 경우 전환의 조건, 전환의 청구기간, 전환으로 인하여 발행할 주식의 수와 내용을 정하여야 한다고 규정하고 있습니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '상환주식'}, 'q_num': 'q1'}",QNA,상법 제344조 제1항 및 제2항,정관으로 상환주식의 내용과 수를 정하여야 한다.,회사는 상환주식을 얼마나 발행하는가?,NaN,"상법 제344조 제1항 및 제2항은 회사는 배당우선주식을 포함한 종류주식을 발행할 수 있다고 하면서, 이 경우 정관으로 각 종류주식의 내용과 수를 정하여야 한다고 규정하고 있습니다. 귀사의 정관은 상환주식을 {XX}주 발행한다고 규정하고 있습니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '상환주식'}, 'q_num': 'q3'}",QNA,상법 제345조 제1항 및 제 3항,정관으로 상환청구기간을 정해야 한다.,상환 기간은 언제인가?,NaN,"상법 제345조 제3항은 회사는 정관으로 정하는 바에 따라 주주가 회사에 대하여 상환을 청구할 수 있는 종류주식을 발행할 수 있으며, 이 경우 회사는 정관에 주주가 회사에 대하여 상환을 청구할 수 있다는 뜻, 상환가액, 상환청구기간, 상환의 방법을 정하여야 한다고 규정하고 있습니다. 귀사의 정관은 상환기간을 {XX}라고 규정하고 있습니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '배당우선주식'}, 'q_num': 'q1'}",QNA,상법 제344조 제1항 및 제2항,정관으로 우선주의 발행 주식 수를 정할 수 있다.,회사는 배당우선주식을 얼마나 발행하는가?,NaN,"상법 제344조 제1항 및 제2항은 회사는 배당우선주식을 포함한 종류주식을 발행할 수 있다고 하면서, 이 경우 정관으로 각 종류주식의 내용과 수를 정하여야 한다고 규정하고 있습니다. 귀사의 정관은 배당우선주식을 {XX}주 발행한다고 규정하고 있습니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '배당우선주식'}, 'q_num': 'q2'}",QNA,상법 제344조 제1항 및 제2항,정관으로 우선주의 내용을 정할 수 있다.,우선배당율은 어떻게 정하는가?,NaN,"상법 제344조 제1항 및 제2항은 회사는 이익의 배당, 잔여재산의 분배, 주주총회에서의 의결권의 행사, 상환 및 전환 등에 관하여 내용이 다른 종류의 주식을 발행할 수 있다고 하면서, 이 경우 정관으로 각 종류주식의 내용과 수를 정하여야 한다고 규정하고 있습니다. 귀사의 정관은 우선배당율을 {XX}로 정한다고 규정하고 있습니다.",
"{'model_id': {'article_type': '제1조 (상호)', 'subtitle': '상호'}, 'q_num': 'q1'}",QNA,상법 제289조 제1항 제2호,정관으로 회사의 상호를 정해야 한다.,회사의 이름은 무엇인가?,NaN,귀사의 정관은 회사의 상호를 {XX}로 규정하고 있습니다. 상법 제289조 제1항 제2호에 의해 회사의 상호는 정관에 반드시 기재해야 합니다. 따라서 현재 기재되어 있는 것은 적법합니다.,
"{'model_id': {'article_type': '제6조 (1주의 액면금)', 'subtitle': '1주의 액면금'}, 'q_num': 'q1'}",QNA,상법 제289조 제1항 제4호,액면주식을 발행하는 경우 1주의 금액은 정관의 필수기재사항이다.,주식 1주의 금액은 얼마인가?,NaN,53번 질문과 중복.,
"{'model_id': {'article_type': '제7조 (설립과 동시에 발행하는 주식의 총수)', 'subtitle': '설립과 동시에 발행하는 주식의 총수'}, 'q_num': 'q1'}",QNA,"상법 제451조 제1항, 상법 제289조 제1항 제4호","회사의 발행주식의 액면총액은 설립시 발행하는 주식의 총수에 주식의 액면가를 곱한 값이고, 이는 자본금과 동일해야 한다.",회사 설립시에 발행하는 주식의 총수는?,NaN,귀사의 정관은 회사 설립시에 발행하는 주식의 총수를 {XX}주로 규정하고 있습니다. 상법 제289조 제1항 제5호에 의해 회사 설립시에 발행하는 주식의 총수는 정관에 반드시 기재해야 합니다. 따라서 현재 기재되어 있는 것은 적법합니다.,
"{'model_id': {'article_type': '제3조 (본점 사업장의 소재지)', 'subtitle': '본점 사업장의 소재지'}, 'q_num': 'q1'}",QNA,상법 제289조 제1항 제6호,회사의 본점 소재지는 정관의 필수기재 사항이다.,회사의 본점 소재지 주소는?,NaN,귀사의 정관은 회사의 본점 소재지 주소를 {XX}라고 규정하고 있습니다. 이는 상법 제289조 제1항 제6호에 따른 정관의 절대적 기재사항입니다.,
"{'model_id': {'article_type': '제31조 (이사와 감사의 원수 및 선임)', 'subtitle': '이사와 감사의 원수 및 선임'}, 'q_num': 'q1'}",QNA,상법 제383조 제1항,이사는 3명 이상이어야 한다. 다만 자본금 총액 10억원 미만의 회사는 2명 이하로 할 수 있다.,회사의 이사는 몇 명인가?,NaN,"귀사의 정관은 이사의 수를 {XX}명이라고 규정하고 있습니다. 상법 제383조 제1항에 의해 이사는 3 명 이상이어야 하지만, 자본금 총액이 10억원 미만인 회사는 1명 또는 2명으로 할 수 있습니다.",
"{'model_id': {'article_type': '제32조 (이사 및 감사의 임기)', 'subtitle': '이사 및 감사의 임기'}, 'q_num': 'q1'}",QNA,상법 제383조 제2항,이사의 임기는 3년을 초과하지 못한다.,이사의 임기는 얼마인가??,NaN,19번 질문과 중복.,
"{'model_id': {'article_type': '제32조 (이사 및 감사의 임기)2', 'subtitle': '이사 및 감사의 임기'}, 'q_num': 'q1'}",QNA,상법 제410조,감사의 임기는 취임 후 3년내의 최종의 결산기에 관한 정기총회의 종결시까지로 한다.,감사의 임기는 얼마인가??,NaN,귀사의 정관은 감사의 임기를 {}년이라고 규정하고 있습니다. 상법 제410조는 감사의 임기를 취임 후 3년내의 최종의 결산기에 관한 정기총회의 종결시까지로 정하고 있습니다.,
"{'model_id': {'article_type': '제31조 (이사와 감사의 원수 및 선임)2', 'subtitle': '이사와 감사의 원수 및 선임'}, 'q_num': 'q1'}",QNA,"상법 제312조, 상법 제409조 제4항","감사는 한 명이상이어야 하지만, 자본금 총액 10억원 미만의 회사의 경우에는 감사를 선임하지 않을 수있다.",회사의 감사는 몇 명인가?,NaN,"귀사의 정관은 감사의 수를 {XX}명이라고 규정하고 있습니다. 감사는 한 명 이상이어야 하지만, 상법 제409조 제4항은 자본금 총액 10억원 미만의 회사의 경우에는 감사를 선임하지 않을 수 있다고 규정하고 있습니다.",
"{'model_id': {'article_type': '제5조 (장래에 발행할 주식의 총수)', 'subtitle': '장래에 발행할 주식의 총수'}, 'q_num': 'q1'}",QNA,상법 제289조 제1항 제3호,발행할 주식의 총 수는 정관의 필수 기재사항이다.,회사가 발행할 주식의 총 수는?,NaN,"정관을 검토한 결과, 발행할 주식의 총 수는 {xx}입니다. 상법 제289조 제1항 제3호에 의하면 발행할 주식의 총 수는 정관의 필수 기재사항입니다. 따라서 현재 기재되어 있는 것은 적법합니다.",
